ID_Aluno,Idade,Tipo_escola,Escolaridade,Estado,Municipio,Trabalhando,Estudando,Concluiu_EAD,Aprender_EAD,Recursos,Disponibilidade_Tutoria,Disponibilidade_3_Meses,Pessoas_Casa,Renda_Familiar,Conheceu_PROA,Horario_Estudando,Data_Inscrição,Dias_Espera_Aprovacao,Dias_Espera_Inicio
4553,22,public,Cursando o 3º ano do Ensino Médio,RS,Caseiros,Não,Sim,SIm e fiz totalmente pelo celular,Muito eu tenho uma rotina definida para participar de cursos a distância,Celular próprio/Internet wifi/Internet 4G,Sim,Sim,4,Entre 2 e 3 salários mínimos (R$2.200 – R$3.300),Facebook,Manhã,07/12/2022,0.0,40
4562,18,public,Cursando o 3º ano do Ensino Médio,SP,São Paulo,Não,Sim,Ainda não concluí um curso a distância,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador/Celular próprio/Internet wifi/Internet 4G,Sim,Sim,3,Entre 3 e 4 salários mínimos (R$3.300 – R$4.400),Indicação de familiar,Integral,08/12/2022,0.0,39
4563,18,public,Cursando o 3º ano do Ensino Médio,SP,Franco da Rocha,Não,Sim,Nunca realizei um curso a distância,Muito eu tenho uma rotina definida para participar de cursos a distância,Celular próprio/Internet wifi,Sim,Sim,5,Até 1 salário mínimo (até R$1.100),Programa de televisão,Manhã,08/12/2022,0.0,39
4564,19,public,Cursando o 3º ano do Ensino Médio,RJ,Rio de Janeiro,Não,Sim,Nunca realizei um curso a distância,Não sei dizer,Computador/Celular próprio/Internet wifi,Sim,Sim,6,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Indicação de familiar,Noite,08/12/2022,2.0,39
4574,17,public,Cursando o 3º ano do Ensino Médio,RS,São Leopoldo,Não,Sim,Nunca realizei um curso a distância,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador/Celular próprio/Internet wifi,Sim,Sim,4,Até 1 salário mínimo (até R$1.100),Instagram,Noite,08/12/2022,0.0,39
4576,18,public,Cursando o 3º ano do Ensino Médio,SP,São Paulo,Sim,Não,SIm e fiz totalmente pelo celular,Não sei dizer,Celular próprio/Internet wifi,Sim,Sim,2,Até 1 salário mínimo (até R$1.100),Indicação de ex-aluno do PROA ou atual,Já concluí,08/12/2022,0.0,39
4581,18,public,Cursando o 3º ano do Ensino Médio,RS,Canoas,Não,Sim,Nunca realizei um curso a distância,Muito eu tenho uma rotina definida para participar de cursos a distância,Celular próprio,Sim,Sim,3,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Programa de televisão,Manhã,08/12/2022,0.0,39
4583,18,public,Cursando o 3º ano do Ensino Médio,RS,Canoas,Não,Não,Ainda não concluí um curso a distância,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador/Celular próprio/Internet wifi/Internet 4G,Sim,Sim,3,Até 1 salário mínimo (até R$1.100),Programa de televisão,Já concluí,08/12/2022,0.0,39
4584,17,public,Cursando o 3º ano do Ensino Médio,RS,Camaquã,Não,Sim,Nunca realizei um curso a distância,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador/Celular próprio/Internet wifi/Internet 4G,Sim,Sim,4,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Programa de televisão,Manhã,08/12/2022,0.0,39
4590,20,public,Cursando o 3º ano do Ensino Médio,RS,Canoas,Não,Não,Nunca realizei um curso a distância,Não sei dizer,Computador/Celular próprio/Internet wifi/Internet 4G,Não,Sim,2,Entre 2 e 3 salários mínimos (R$2.200 – R$3.300),Indicação de familiar,Já concluí,08/12/2022,0.0,39
4591,18,public,Cursando o 3º ano do Ensino Médio,RS,Canoas,Não,Sim,Sim e fiz totalmente pelo computador,Eu prefiro cursos presenciais,Computador/Celular próprio/Internet wifi/Internet 4G,Sim,Sim,2,Entre 2 e 3 salários mínimos (R$2.200 – R$3.300),Indicação de familiar,Manhã,08/12/2022,0.0,39
4594,18,public,Cursando o 3º ano do Ensino Médio,RJ,Rio de Janeiro,Não,Não,Nunca realizei um curso a distância,Muito eu tenho uma rotina definida para participar de cursos a distância,Celular próprio/Internet wifi/Internet 4G,Sim,Sim,4,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Outros,Já concluí,08/12/2022,0.0,39
4601,19,public,Cursando o 3º ano do Ensino Médio,RS,São Leopoldo,Sim,Não,Ainda não concluí um curso a distância,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador/Celular próprio/Internet wifi/Internet 4G,Sim,Sim,3,Entre 3 e 4 salários mínimos (R$3.300 – R$4.400),Outros,Já concluí,08/12/2022,0.0,39
4602,18,public,Cursando o 3º ano do Ensino Médio,SP,Ribeirão Branco,Não,Sim,Nunca realizei um curso a distância,Muito eu tenho uma rotina definida para participar de cursos a distância,Celular próprio/Internet wifi,Sim,Sim,4,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Divulgação na escola,Integral,08/12/2022,0.0,39
4606,19,public,Cursando o 3º ano do Ensino Médio,SC,Florianópolis,Não,Sim,Nunca realizei um curso a distância,Muito eu tenho uma rotina definida para participar de cursos a distância,Celular próprio/Internet wifi,Sim,Sim,1,Até 1 salário mínimo (até R$1.100),Instagram,Noite,08/12/2022,0.0,39
4614,18,public,Cursando o 3º ano do Ensino Médio,SP,Itanhaém,Não,Sim,Sim e fiz parcialmente pelo computador e parcialmente pelo celular,Não sei dizer,Computador/Celular próprio/Internet wifi,Sim,Sim,5,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Instagram,Integral,08/12/2022,0.0,39
4615,17,public,Cursando o 3º ano do Ensino Médio,RJ,Rio de Janeiro,Não,Não,Nunca realizei um curso a distância,Não sei dizer,Computador/Celular próprio/Internet wifi,Sim,Sim,3,Até 1 salário mínimo (até R$1.100),Indicação de ex-aluno do PROA ou atual,Já concluí,08/12/2022,0.0,39
4620,19,public,Cursando o 3º ano do Ensino Médio,SP,Iguape,Não,Não,Nunca realizei um curso a distância,Muito eu tenho uma rotina definida para participar de cursos a distância,Celular próprio,Sim,Sim,3,Até 1 salário mínimo (até R$1.100),Facebook,Já concluí,08/12/2022,0.0,39
4621,17,public,Cursando o 3º ano do Ensino Médio,SC,Imbituba,Não,Sim,Nunca realizei um curso a distância,Não sei dizer,Celular próprio/Tablet compartilhado/Internet wifi,Sim,Sim,2,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Programa de televisão,Integral,08/12/2022,0.0,39
4625,18,public,Cursando o 3º ano do Ensino Médio,SC,Palhoça,Não,Sim,Nunca realizei um curso a distância,Muito eu tenho uma rotina definida para participar de cursos a distância,Celular próprio/Internet wifi,Sim,Sim,4,Até 1 salário mínimo (até R$1.100),Divulgação na escola,Noite,08/12/2022,0.0,39
4635,18,public,Cursando o 3º ano do Ensino Médio,SC,Florianópolis,Não,Sim,Nunca realizei um curso a distância,Não sei dizer,Celular próprio/Internet wifi,Sim,Sim,3,Entre 2 e 3 salários mínimos (R$2.200 – R$3.300),Programa de televisão,Noite,08/12/2022,0.0,39
4641,19,public,Cursando o 3º ano do Ensino Médio,RS,Bagé,Não,Não,Sim e fiz totalmente pelo computador,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador/Celular próprio/Internet wifi/Internet 4G,Sim,Sim,2,Entre 3 e 4 salários mínimos (R$3.300 – R$4.400),Indicação de familiar,Já concluí,08/12/2022,0.0,39
4643,18,public,Cursando o 3º ano do Ensino Médio,RS,Gravataí,Não,Sim,Nunca realizei um curso a distância,Não sei dizer,Computador/Celular próprio/Internet wifi,Sim,Sim,4,Mais que 5 salários mínimos (mais que R$5.500),Programa de televisão,Manhã,08/12/2022,0.0,39
4644,17,public,Cursando o 3º ano do Ensino Médio,SC,Santo Amaro da Imperatriz,Não,Sim,Sim e fiz totalmente pelo computador,Não sei dizer,Celular próprio/Internet wifi/Internet 4G,Sim,Sim,5,Entre 3 e 4 salários mínimos (R$3.300 – R$4.400),Divulgação na escola,Manhã,08/12/2022,0.0,39
4646,18,public,Cursando o 3º ano do Ensino Médio,SP,São Paulo,Não,,SIm e fiz totalmente pelo celular,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador/Celular próprio/Internet wifi/Internet 4G,Sim,Sim,3,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),ETEC ou cursos do Centro Paula Souza,Já concluí,08/12/2022,0.0,39
4650,18,public,Cursando o 3º ano do Ensino Médio,RJ,Rio de Janeiro,Não,Não,Sim e fiz parcialmente pelo computador e parcialmente pelo celular,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador/Celular próprio/Internet wifi,Sim,Sim,4,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Google,Já concluí,08/12/2022,0.0,39
4654,17,public,Cursando o 3º ano do Ensino Médio,RS,Nova Santa Rita,Não,Sim,Sim e fiz parcialmente pelo computador e parcialmente pelo celular,Não sei dizer,Computador/Celular próprio/Internet wifi,Sim,Sim,5,Entre 2 e 3 salários mínimos (R$2.200 – R$3.300),Programa de televisão,Manhã,09/12/2022,0.0,38
4656,22,public,Cursando o 3º ano do Ensino Médio,SP,Itapecerica da Serra,Não,Sim,Sim e fiz totalmente pelo computador,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador/Celular próprio,Sim,Sim,3,Entre 2 e 3 salários mínimos (R$2.200 – R$3.300),Outros,Já concluí,09/12/2022,0.0,38
4660,19,scholarship,Cursando o 3º ano do Ensino Médio,SP,São Paulo,Não,Não,SIm e fiz totalmente pelo celular,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador/Celular próprio/Internet wifi,Sim,Sim,3,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Instagram,Já concluí,09/12/2022,0.0,38
4663,18,public,Cursando o 3º ano do Ensino Médio,SP,Diadema,Não,Sim,Nunca realizei um curso a distância,Não sei dizer,Celular próprio/Internet wifi,Sim,Sim,3,Entre 3 e 4 salários mínimos (R$3.300 – R$4.400),Indicação de familiar,Manhã,09/12/2022,0.0,38
4664,22,public,Cursando o 3º ano do Ensino Médio,RJ,Nova Iguaçu,Não,Sim,Nunca realizei um curso a distância,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador/Celular próprio/Internet wifi,Sim,Sim,3,Até 1 salário mínimo (até R$1.100),Indicação de ex-aluno do PROA ou atual,Noite,09/12/2022,5.0,38
4665,18,public,Cursando o 3º ano do Ensino Médio,RJ,Bom Jardim,Não,Sim,Nunca realizei um curso a distância,Não sei dizer,Computador/Celular próprio/Internet wifi,Sim,Sim,3,Entre 2 e 3 salários mínimos (R$2.200 – R$3.300),Instagram,Já concluí,09/12/2022,9.0,38
4670,18,scholarship,Cursando o 3º ano do Ensino Médio,SP,São Paulo,Sim,Não,SIm e fiz totalmente pelo celular,Eu prefiro cursos presenciais,Computador,Sim,Sim,3,Até 1 salário mínimo (até R$1.100),Programa de televisão,Já concluí,09/12/2022,0.0,38
4672,18,public,Cursando o 3º ano do Ensino Médio,SP,Osasco,Não,Sim,SIm e fiz totalmente pelo celular,Não sei dizer,Computador/Celular próprio/Internet wifi/Internet 4G,Sim,Sim,4,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Divulgação na escola,Integral,09/12/2022,0.0,38
4682,17,public,Cursando o 3º ano do Ensino Médio,SP,Embu das Artes,Não,Sim,Nunca realizei um curso a distância,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador/Celular próprio/Internet wifi,Sim,Sim,9,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Instagram,Integral,09/12/2022,0.0,38
4686,22,public,Cursando o 3º ano do Ensino Médio,RS,Parobé,Não,Sim,Sim e fiz parcialmente pelo computador e parcialmente pelo celular,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador/Celular próprio/Internet wifi/Internet 4G,Sim,Sim,4,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Site de notícias,Já concluí,09/12/2022,0.0,38
4691,21,public,Cursando o 3º ano do Ensino Médio,SC,Florianópolis,Não,Sim,Nunca realizei um curso a distância,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador/Celular próprio/Internet wifi/Internet 4G,Sim,Sim,2,Mais que 5 salários mínimos (mais que R$5.500),Indicação de familiar,Já concluí,09/12/2022,0.0,38
4694,17,public,Cursando o 3º ano do Ensino Médio,RJ,Queimados,Não,Não,Nunca realizei um curso a distância,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador/Celular próprio/Internet wifi,Sim,Sim,3,Entre 2 e 3 salários mínimos (R$2.200 – R$3.300),Indicação de ex-aluno do PROA ou atual,Já concluí,09/12/2022,0.0,38
4702,18,public,Cursando o 3º ano do Ensino Médio,SP,Suzano,Não,Não,Nunca realizei um curso a distância,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador/Celular próprio/Internet wifi/Internet 4G,Sim,Sim,2,Entre 2 e 3 salários mínimos (R$2.200 – R$3.300),Instagram,Já concluí,10/12/2022,0.0,37
4714,19,public,Cursando o Ensino Superior,SP,São Paulo,Não,Não,Nunca realizei um curso a distância,Não sei dizer,Computador/Celular próprio/Internet wifi,Sim,Sim,3,Entre 3 e 4 salários mínimos (R$3.300 – R$4.400),Indicação de ex-aluno do PROA ou atual,Já concluí,10/12/2022,0.0,37
4724,18,public,Cursando o 3º ano do Ensino Médio,SP,Diadema,Não,Não,Nunca realizei um curso a distância,Muito eu tenho uma rotina definida para participar de cursos a distância,Celular próprio/Internet wifi,Sim,Sim,5,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Indicação de familiar,Já concluí,10/12/2022,0.0,37
4726,18,public,Cursando o 3º ano do Ensino Médio,RJ,Rio de Janeiro,Não,Sim,Sim e fiz parcialmente pelo computador e parcialmente pelo celular,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador/Celular próprio/Internet wifi,Sim,Sim,3,Até 1 salário mínimo (até R$1.100),Divulgação na escola,Já concluí,10/12/2022,0.0,37
4733,18,public,Cursando o 3º ano do Ensino Médio,SC,Palhoça,Não,Não,Sim e fiz totalmente pelo computador,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador/Celular próprio/Internet wifi,Sim,Sim,4,Até 1 salário mínimo (até R$1.100),Divulgação na escola,Já concluí,11/12/2022,0.0,36
4735,18,public,Cursando o 3º ano do Ensino Médio,SP,Ferraz de Vasconcelos,Não,Não,SIm e fiz totalmente pelo celular,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador/Celular próprio/Internet wifi,Sim,Sim,5,Até 1 salário mínimo (até R$1.100),Indicação de ex-aluno do PROA ou atual,Já concluí,11/12/2022,0.0,36
4742,17,public,Cursando o 3º ano do Ensino Médio,RS,Viamão,Não,Sim,Nunca realizei um curso a distância,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador/Celular próprio/Internet wifi,Sim,Sim,2,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Indicação de familiar,Manhã,11/12/2022,0.0,36
4746,20,public,Cursando o 3º ano do Ensino Médio,SP,Araçariguama,Não,Sim,Sim e fiz parcialmente pelo computador e parcialmente pelo celular,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador/Celular próprio/Internet wifi/Internet 4G,Sim,Sim,4,Até 1 salário mínimo (até R$1.100),Google,Já concluí,11/12/2022,0.0,36
4751,18,public,Cursando o 3º ano do Ensino Médio,RJ,Duque de Caxias,Não,Não,Sim e fiz parcialmente pelo computador e parcialmente pelo celular,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador/Celular próprio/Internet wifi,Sim,Sim,5,Entre 2 e 3 salários mínimos (R$2.200 – R$3.300),Outros,Manhã,11/12/2022,1.0,36
4763,19,public,Cursando o 3º ano do Ensino Médio,RJ,Rio de Janeiro,Não,Não,SIm e fiz totalmente pelo celular,Muito eu tenho uma rotina definida para participar de cursos a distância,Celular próprio/Internet wifi/Internet 4G,Sim,Sim,8,Até 1 salário mínimo (até R$1.100),Google,Já concluí,12/12/2022,0.0,35
4764,18,public,Ensino Médio concluído e não estudando,SP,São Paulo,Não,Sim,Ainda não concluí um curso a distância,Não sei dizer,Computador/Celular próprio/Internet wifi/Internet 4G,Sim,Sim,3,Até 1 salário mínimo (até R$1.100),Instagram,Já concluí,12/12/2022,0.0,35
4766,21,public,Cursando o 3º ano do Ensino Médio,SP,São Paulo,Não,Não,Nunca realizei um curso a distância,Não sei dizer,Computador/Celular próprio/Internet wifi,Sim,Sim,4,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Instagram,Já concluí,12/12/2022,0.0,35
4770,18,public,Cursando o 3º ano do Ensino Médio,SP,Capela do Alto,Não,Sim,SIm e fiz totalmente pelo celular,Muito eu tenho uma rotina definida para participar de cursos a distância,Celular próprio/Internet wifi,Sim,Sim,1,Até 1 salário mínimo (até R$1.100),Programa de televisão,Noite,12/12/2022,0.0,35
4774,17,public,Cursando o 3º ano do Ensino Médio,RJ,Rio de Janeiro,Não,Não,Nunca realizei um curso a distância,Muito eu tenho uma rotina definida para participar de cursos a distância,Celular próprio/Internet wifi,Sim,Sim,3,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Programa de televisão,Já concluí,12/12/2022,0.0,35
4775,19,public,Cursando o 3º ano do Ensino Médio,SP,São Paulo,Não,Não,Nunca realizei um curso a distância,Não sei dizer,Computador/Celular próprio/Internet wifi/Internet 4G,Sim,Sim,2,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Indicação de familiar,Já concluí,12/12/2022,0.0,35
4783,18,public,Cursando o 3º ano do Ensino Médio,RJ,Rio de Janeiro,Não,Não,SIm e fiz totalmente pelo celular,Muito eu tenho uma rotina definida para participar de cursos a distância,Tablet próprio/Internet wifi,Sim,Sim,6,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Instagram,Já concluí,12/12/2022,0.0,35
4791,17,public,Cursando o 3º ano do Ensino Médio,RS,Porto Alegre,Não,Sim,Sim e fiz parcialmente pelo computador e parcialmente pelo celular,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador/Celular próprio/Internet wifi,Sim,Sim,8,Entre 2 e 3 salários mínimos (R$2.200 – R$3.300),Programa de televisão,Manhã,12/12/2022,0.0,35
4794,20,public,Cursando o 3º ano do Ensino Médio,RS,Parobé,Não,Não,Ainda não concluí um curso a distância,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador/Celular próprio/Internet wifi,Sim,Sim,2,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Programa de televisão,Já concluí,12/12/2022,0.0,35
4803,18,public,Cursando o Ensino Superior,RS,Nova Santa Rita,Não,Não,Sim e fiz totalmente pelo computador,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador/Celular próprio/Internet wifi/Internet 4G,Sim,Sim,2,Entre 2 e 3 salários mínimos (R$2.200 – R$3.300),Cartaz ou folheto,Já concluí,12/12/2022,0.0,35
4812,20,public,Cursando o 3º ano do Ensino Médio,RS,Minas do Leão,Não,Sim,Sim e fiz totalmente pelo computador,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador/Celular próprio/Internet wifi/Internet 4G,Sim,Sim,2,Até 1 salário mínimo (até R$1.100),Programa de televisão,Já concluí,12/12/2022,2.0,35
4815,18,scholarship,Cursando o 3º ano do Ensino Médio,RS,Porto Alegre,Não,Não,Nunca realizei um curso a distância,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador/Celular próprio/Internet wifi/Internet 4G,Sim,Sim,4,Entre 2 e 3 salários mínimos (R$2.200 – R$3.300),Programa de televisão,Já concluí,12/12/2022,0.0,35
4821,18,public,Cursando o 3º ano do Ensino Médio,RS,Esteio,Não,Sim,Nunca realizei um curso a distância,Não sei dizer,Computador/Celular próprio/Internet wifi,Sim,Sim,3,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Indicação de familiar,Noite,12/12/2022,0.0,35
4822,19,public,Cursando o 3º ano do Ensino Médio,RS,Camaquã,Não,Não,Nunca realizei um curso a distância,Não sei dizer,Computador,Sim,Sim,3,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Programa de televisão,Já concluí,12/12/2022,0.0,35
4825,17,public,Cursando o 3º ano do Ensino Médio,RS,Sapiranga,Não,Sim,Sim e fiz totalmente pelo computador,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador/Celular próprio/Internet wifi/Internet 4G,Sim,Sim,4,Entre 2 e 3 salários mínimos (R$2.200 – R$3.300),Programa de televisão,Integral,12/12/2022,0.0,35
4830,21,scholarship,Cursando o 3º ano do Ensino Médio,RS,Guaíba,Não,Não,Nunca realizei um curso a distância,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador/Celular próprio/Tablet próprio/Internet wifi/Internet 4G,Sim,Sim,4,Entre 2 e 3 salários mínimos (R$2.200 – R$3.300),Programa de televisão,Já concluí,12/12/2022,0.0,35
4833,17,public,Cursando o 3º ano do Ensino Médio,RS,Canoas,Não,Sim,Sim e fiz parcialmente pelo computador e parcialmente pelo celular,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador/Celular próprio/Internet wifi/Internet 4G,Sim,Sim,4,Entre 2 e 3 salários mínimos (R$2.200 – R$3.300),Programa de televisão,Manhã,12/12/2022,0.0,35
4844,22,public,Cursando o 3º ano do Ensino Médio,RS,Porto Alegre,Não,Não,Nunca realizei um curso a distância,Não sei dizer,Celular próprio,Sim,Sim,4,Entre 2 e 3 salários mínimos (R$2.200 – R$3.300),Programa de televisão,Já concluí,12/12/2022,0.0,35
4850,17,public,Cursando o 3º ano do Ensino Médio,RS,Esteio,Não,Sim,Sim e fiz parcialmente pelo computador e parcialmente pelo celular,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador/Celular próprio/Internet wifi,Sim,Sim,5,Entre 3 e 4 salários mínimos (R$3.300 – R$4.400),Programa de televisão,Noite,12/12/2022,0.0,35
4852,17,public,Cursando o 3º ano do Ensino Médio,RS,Porto Alegre,Não,Sim,Nunca realizei um curso a distância,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador/Celular próprio/Celular compartilhado com outro familiar/Internet wifi/Internet 4G,Sim,Sim,2,Entre 4 e 5 salários mínimos (R$4.400 – R$5.500),Programa de televisão,Manhã,12/12/2022,0.0,35
4856,18,public,Cursando o 3º ano do Ensino Médio,SP,Franco da Rocha,Não,Não,Nunca realizei um curso a distância,Muito eu tenho uma rotina definida para participar de cursos a distância,Celular próprio/Internet wifi,Sim,Sim,6,Entre 2 e 3 salários mínimos (R$2.200 – R$3.300),Facebook,Já concluí,12/12/2022,0.0,35
4866,17,public,Cursando o 3º ano do Ensino Médio,RJ,Rio de Janeiro,Não,Sim,Nunca realizei um curso a distância,Não sei dizer,Computador/Celular próprio/Internet wifi,Sim,Sim,5,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Outros,Manhã,12/12/2022,0.0,35
4870,20,public,Cursando o 3º ano do Ensino Médio,RJ,Nova Iguaçu,Não,Sim,Sim e fiz totalmente pelo computador,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador/Celular próprio/Internet wifi,Sim,Sim,4,Entre 2 e 3 salários mínimos (R$2.200 – R$3.300),Instagram,Já concluí,12/12/2022,0.0,35
4875,17,public,Cursando o 3º ano do Ensino Médio,RJ,Niterói,Não,Sim,SIm e fiz totalmente pelo celular,Eu prefiro cursos presenciais,Celular próprio/Internet wifi,Sim,Sim,4,Até 1 salário mínimo (até R$1.100),Divulgação na escola,Manhã,12/12/2022,0.0,35
4876,17,public,Cursando o 3º ano do Ensino Médio,SP,Guarantã,Não,Sim,Nunca realizei um curso a distância,Muito eu tenho uma rotina definida para participar de cursos a distância,Celular próprio/Celular compartilhado com outro familiar/Internet wifi/Internet 4G,Sim,Sim,4,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Google,Integral,12/12/2022,0.0,35
4884,22,public,Cursando o 3º ano do Ensino Médio,RJ,Niterói,Não,Não,Sim e fiz parcialmente pelo computador e parcialmente pelo celular,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador/Celular próprio/Internet wifi,Sim,Sim,4,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Outros,Já concluí,12/12/2022,0.0,35
4886,18,public,Cursando o 3º ano do Ensino Médio,RS,Porto Alegre,Não,Sim,Nunca realizei um curso a distância,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador/Celular próprio/Internet wifi/Internet 4G,Sim,Sim,4,Entre 2 e 3 salários mínimos (R$2.200 – R$3.300),Programa de televisão,Manhã,12/12/2022,0.0,35
4890,17,public,Cursando o 3º ano do Ensino Médio,RS,Porto Alegre,Não,Não,Nunca realizei um curso a distância,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador/Celular próprio/Internet wifi/Internet 4G,Sim,Sim,3,Entre 2 e 3 salários mínimos (R$2.200 – R$3.300),Programa de televisão,Já concluí,12/12/2022,0.0,35
4896,18,public,Cursando o 3º ano do Ensino Médio,RJ,Niterói,Não,Não,SIm e fiz totalmente pelo celular,Muito eu tenho uma rotina definida para participar de cursos a distância,Celular próprio/Internet wifi/Internet 4G,Sim,Sim,4,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Outros,Já concluí,13/12/2022,1.0,34
4901,20,public,Cursando o 3º ano do Ensino Médio,SP,São Bernardo do Campo,Sim,Não,Sim e fiz parcialmente pelo computador e parcialmente pelo celular,Eu prefiro cursos presenciais,Computador/Celular próprio/Internet wifi/Internet 4G,Sim,Sim,4,Até 1 salário mínimo (até R$1.100),Instagram,Já concluí,13/12/2022,0.0,34
4902,19,public,Cursando o 3º ano do Ensino Médio,RJ,Rio de Janeiro,Não,Sim,Nunca realizei um curso a distância,Não sei dizer,Computador/Celular próprio/Internet wifi,Sim,Sim,3,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Instagram,Noite,13/12/2022,0.0,34
4903,18,public,Cursando o 3º ano do Ensino Médio,RJ,Rio de Janeiro,Não,Não,Nunca realizei um curso a distância,Eu prefiro cursos presenciais,Computador/Celular próprio/Internet wifi/Internet 4G,Sim,Sim,4,Entre 2 e 3 salários mínimos (R$2.200 – R$3.300),Indicação de ex-aluno do PROA ou atual,Integral,13/12/2022,0.0,34
4915,22,public,Cursando o 3º ano do Ensino Médio,SP,São Paulo,Não,Não,Nunca realizei um curso a distância,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador/Celular próprio/Tablet próprio/Internet wifi/Internet 4G,Sim,Sim,7,Até 1 salário mínimo (até R$1.100),Google,Já concluí,13/12/2022,0.0,34
4925,20,public,Cursando o 3º ano do Ensino Médio,SP,Pirajuí,Não,Não,Ainda não concluí um curso a distância,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador/Celular próprio/Internet wifi/Internet 4G,Sim,Sim,3,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Outros,Já concluí,13/12/2022,0.0,34
4930,17,public,Cursando o 3º ano do Ensino Médio,SP,São Paulo,Não,Sim,Sim e fiz totalmente pelo computador,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador/Celular próprio/Internet wifi/Internet 4G,Sim,Sim,5,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Instagram,Manhã,13/12/2022,0.0,34
4931,17,public,Cursando o 3º ano do Ensino Médio,SP,Jaboticabal,Não,Não,Nunca realizei um curso a distância,Muito eu tenho uma rotina definida para participar de cursos a distância,Celular próprio/Internet wifi/Internet 4G,Sim,Sim,3,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Instagram,Manhã,13/12/2022,0.0,34
4932,17,public,Cursando o 3º ano do Ensino Médio,SP,Pirassununga,Não,Sim,Nunca realizei um curso a distância,Não sei dizer,Computador/Celular próprio/Internet wifi,Sim,Sim,4,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Instagram,Já concluí,13/12/2022,0.0,34
